sample_id,sample_barcode,collection_label,analysis,project,site_code,transect_name,site_name,collection_date,distance,collection_time,sample_type,habitat,host,trophic,site_type,metadata,lat,long,processing,notes
WMEA_02352_Pl_9,02352,PlantRoot,MS,SuperTransect,09,STGardens,STGardens9,20190618,800m,12:20,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63335304,-158.052285,Ship to Dorrestein lab,
WMEA_02353_Pl_9,02353,PlantRoot,DNA,SuperTransect,09,STGardens,STGardens9,20190618,800m,12:12,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63332001,-158.052089,Freeze Dry,
WMEA_02354_Pl_9,02354,PlantRoot,DNA,SuperTransect,09,STGardens,STGardens9,20190618,800m,12:17,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63335597,-158.052154,Freeze Dry,
WMEA_02355_Pl_9,02355,PlantRoot,DNA,SuperTransect,09,STGardens,STGardens9,20190618,800m,12:20,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63335304,-158.052285,Freeze Dry,
WMEA_03025_An_2,03025,Mosquito,DNA,Supertransect,02,STGardens,STGardens2,20190617,100m,NA,Mosquito,Terrestrial,Animal,Carnivore,Transect,Aedes albopictus F non-blooded,21.63719002,-158.057326,NA,Collected and identified by Medeiros Lab
WMEA_03026_An_2,03026,Mosquito,DNA,Supertransect,02,STGardens,STGardens2,20190617,100m,NA,Mosquito,Terrestrial,Animal,Carnivore,Transect,Aedes albopictus F non-blooded,21.63719002,-158.057326,NA,Collected and identified by Medeiros Lab
WMEA_03027_An_2,03027,Mosquito,DNA,Supertransect,02,STGardens,STGardens2,20190617,100m,NA,Mosquito,Terrestrial,Animal,Carnivore,Transect,Aedes albopictus F non-blooded,21.63719002,-158.057326,NA,Collected and identified by Medeiros Lab
WMEA_03028_An_2,03028,Mosquito,MS,Supertransect,02,STGardens,STGardens2,20190617,100m,NA,Mosquito,Terrestrial,Animal,Carnivore,Transect,Aedes albopictus F non-blooded,21.63719002,-158.057326,NA,Collected and identified by Medeiros Lab
WMEA_03029_An_2,03029,Mosquito,MS,Supertransect,02,STGardens,STGardens2,20190617,100m,NA,Mosquito,Terrestrial,Animal,Carnivore,Transect,Aedes albopictus F non-blooded,21.63719002,-158.057326,NA,Collected and identified by Medeiros Lab
WMEA_03030_An_2,03030,Mosquito,MS,Supertransect,02,STGardens,STGardens2,20190617,100m,NA,Mosquito,Terrestrial,Animal,Carnivore,Transect,Aedes albopictus F non-blooded,21.63719002,-158.057326,NA,Collected and identified by Medeiros Lab
WMEA_03031_An_2,03031,Mosquito,MS,Supertransect,02,STGardens,STGardens2,20190617,100m,NA,Mosquito,Terrestrial,Animal,Carnivore,Transect,Aedes albopictus F non-blooded,21.63719002,-158.057326,NA,Collected and identified by Medeiros Lab
WMEA_03032_An_8,03032,Mosquito,DNA,Supertransect,08,STGardens,STGardens8,20190617,700m,NA,Mosquito,Terrestrial,Animal,Carnivore,Transect,Aedes albopictus F non-blooded,21.63361698,-158.052984,NA,Collected and identified by Medeiros Lab
WMEA_03033_An_8,03033,Mosquito,DNA,Supertransect,08,STGardens,STGardens8,20190617,700m,NA,Mosquito,Terrestrial,Animal,Carnivore,Transect,Aedes albopictus F non-blooded,21.63361698,-158.052984,NA,Collected and identified by Medeiros Lab
WMEA_03034_An_8,03034,Mosquito,MS,Supertransect,08,STGardens,STGardens8,20190617,700m,NA,Mosquito,Terrestrial,Animal,Carnivore,Transect,Aedes albopictus F non-blooded,21.63361698,-158.052984,NA,Collected and identified by Medeiros Lab
WMEA_03035_An_8,03035,Mosquito,MS,Supertransect,08,STGardens,STGardens8,20190617,700m,NA,Mosquito,Terrestrial,Animal,Carnivore,Transect,Aedes albopictus F non-blooded,21.63361698,-158.052984,NA,Collected and identified by Medeiros Lab
WMEA_03036_An_9,03036,Mosquito,DNA,Supertransect,09,STGardens,STGardens9,20190617,800m,NA,Mosquito,Terrestrial,Animal,Carnivore,Transect,Aedes albopictus F non-blooded,21.63334801,-158.052043,NA,Collected and identified by Medeiros Lab
WMEA_03037_An_9,03037,Mosquito,DNA,Supertransect,09,STGardens,STGardens9,20190617,800m,NA,Mosquito,Terrestrial,Animal,Carnivore,Transect,Aedes albopictus F non-blooded,21.63334801,-158.052043,NA,Collected and identified by Medeiros Lab
WMEA_03038_An_9,03038,Mosquito,DNA,Supertransect,09,STGardens,STGardens9,20190617,800m,NA,Mosquito,Terrestrial,Animal,Carnivore,Transect,Aedes albopictus F non-blooded,21.63334801,-158.052043,NA,Collected and identified by Medeiros Lab
WMEA_03039_An_9,03039,Mosquito,DNA,Supertransect,09,STGardens,STGardens9,20190617,800m,NA,Mosquito,Terrestrial,Animal,Carnivore,Transect,Aedes albopictus F non-blooded,21.63334801,-158.052043,NA,Collected and identified by Medeiros Lab
WMEA_03040_An_9,03040,Blank or mosquito,DNA,Supertransect,09,STGardens,STGardens9,20190617,800m,NA,NegativeControl,NA,NA,NA,NA,"Supposed to be mosquito, but tube not filled",21.63334801,-158.052043,Collected and identified by Medeiros Lab,
WMEA_03041_An_9,03041,Blank or mosquito,DNA,Supertransect,09,STGardens,STGardens9,20190617,800m,NA,NegativeControl,NA,NA,NA,NA,"Supposed to be mosquito, but tube not filled",21.63334801,-158.052043,Collected and identified by Medeiros Lab,
WMEA_03042_An_9,03042,Mosquito,MS,Supertransect,09,STGardens,STGardens9,20190617,800m,NA,Mosquito,Terrestrial,Animal,Carnivore,Transect,Aedes albopictus F non-blooded,21.63334801,-158.052043,NA,Collected and identified by Medeiros Lab
WMEA_03043_An_9,03043,Mosquito,MS,Supertransect,09,STGardens,STGardens9,20190617,800m,NA,Mosquito,Terrestrial,Animal,Carnivore,Transect,Aedes albopictus F non-blooded,21.63334801,-158.052043,NA,Collected and identified by Medeiros Lab
WMEA_03044_An_9,03044,Mosquito,MS,Supertransect,09,STGardens,STGardens9,20190617,800m,NA,Mosquito,Terrestrial,Animal,Carnivore,Transect,Aedes albopictus F non-blooded,21.63334801,-158.052043,NA,Collected and identified by Medeiros Lab
WMEA_03413_An_2,03413,Ants.Trans_2 800m,MS,SuperTransect,02,STGardens,STGardens2,20190617,100m,NA,Ant,Terrestrial,Animal,Omnivore,Transect,,21.63342,158.0522,,
WMEA_03414_An_2,03414,Ants 800m GPS Tati,MS,SuperTransect,02,STGardens,STGardens2,20190617,100m,NA,Ant,Terrestrial,Animal,Omnivore,Transect,,21.63719002,-158.057326,,
WMEA_03415_An_1,03415,Ants_1_trans.2 0M,MS,SuperTransect,01,STGardens,STGardens1,20190618,0m,NA,Ant,Terrestrial,Animal,Omnivore,Transect,,21.63763602,-158.058171,,
WMEA_03416_An_5,03416,Ants_2_trans_2 400m GPS 0M,MS,SuperTransect,05,STGardens,STGardens5,20190618,400m,NA,Ant,Terrestrial,Animal,Omnivore,Transect,,21.63568899,-158.054933,,
WMEA_03417_An_8,03417,Ants_Transect 2 700m,MS,SuperTransect,08,STGardens,STGardens8,20190617,700m,NA,Ant,Terrestrial,Animal,Omnivore,Transect,,21.63361698,-158.052984,,
WMEA_03418_An_8,03418,Ants colony Transect 2 700 mt,MS,SuperTransect,08,STGardens,STGardens8,20190617,700m,NA,Ant,Terrestrial,Animal,Omnivore,Transect,,21.63361698,-158.052984,,
WMEA_03419_An_8,03419,Ants 700m,MS,SuperTransect,08,STGardens,STGardens2,20190617,700m,NA,Ant,Terrestrial,Animal,Omnivore,Transect,,21.63719002,-158.057326,,
WMEA_03420_An_1,03420,Ants 0mts garden,MS,SuperTransect,01,STGardens,STGardens2,20190617,0m,NA,Ant,Terrestrial,Animal,Omnivore,Transect,,21.63719002,-158.057326,,
WMEA_03421_An_5,03421,Garden 400m,MS,SuperTransect,05,STGardens,STGardens5,20190618,400m,NA,Ant,Terrestrial,Animal,Omnivore,Transect,,21.63568899,-158.054933,,
WMEA_03422_An_5,03422,Ants garden 400m,MS,SuperTransect,05,STGardens,STGardens5,20190618,400m,NA,Ant,Terrestrial,Animal,Omnivore,Transect,,21.63568899,-158.054933,,
WMEA_03425_An_9,03425,800m,MS,SuperTransect,09,STGardens,STGardens9,20190617,800m,NA,Ant,Terrestrial,Animal,Omnivore,Transect,144 coordinates same as plants,21.63332001,-158.052089,,
WMEA_02212_No_1,02212,SoilShallow,MS,SuperTransect,01,STSummit,STSummit1,20190621,0m,13:15,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.59049,-157.954987,Ship to Dorrestein lab,
WMEA_02213_No_1,02213,SoilShallow,DNA,SuperTransect,01,STSummit,STSummit1,20190621,0m,13:15,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.59049,-157.954987,Transfer to extraction tube,
WMEA_02214_No_1,02214,SoilDeep,MS,SuperTransect,01,STSummit,STSummit1,20190621,0m,13:15,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.59049,-157.954987,Ship to Dorrestein lab,
WMEA_02215_No_1,02215,SoilDeep,DNA,SuperTransect,01,STSummit,STSummit1,20190621,0m,13:15,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.59049,-157.954987,Transfer to extraction tube,
WMEA_02216_No_1,02216,Water,MS,SuperTransect,01,STSummit,STSummit1,20190621,0m,13:15,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.59049,-157.954987,Ship to Dorrestein lab,
WMEA_02217_No_1,02217,Water-DNA,DNA,SuperTransect,01,STSummit,STSummit1,20190621,0m,13:15,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,Direct from Wesley,21.59049,-157.954987,Transfer to extraction tube,
WMEA_02218_No_1,02218,Sediment,MS,SuperTransect,01,STSummit,STSummit1,20190621,0m,13:15,Sediment,Riverine,Nonhost,Environmental,Transect,,21.59049,-157.954987,Ship to Dorrestein lab,
WMEA_02219_No_1,02219,Sediment,DNA,SuperTransect,01,STSummit,STSummit1,20190621,0m,13:15,Sediment,Riverine,Nonhost,Environmental,Transect,,21.59049,-157.954987,Transfer to extraction tube,
WMEA_02220_No_2,02220,SoilShallow,MS,SuperTransect,02,STSummit,STSummit2,20190621,100m,13:00,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.59088797,-157.955948,Ship to Dorrestein lab,
WMEA_02221_No_2,02221,SoilShallow,DNA,SuperTransect,02,STSummit,STSummit2,20190621,100m,13:00,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.59088797,-157.955948,Transfer to extraction tube,
WMEA_02222_No_2,02222,SoilDeep,MS,SuperTransect,02,STSummit,STSummit2,20190621,100m,13:00,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.59088797,-157.955948,Ship to Dorrestein lab,
WMEA_02223_No_2,02223,SoilDeep,DNA,SuperTransect,02,STSummit,STSummit2,20190621,100m,13:00,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.59088797,-157.955948,Transfer to extraction tube,
WMEA_02224_No_2,02224,Water,MS,SuperTransect,02,STSummit,STSummit2,20190621,100m,13:00,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.59088797,-157.955948,Ship to Dorrestein lab,
WMEA_02225_No_2,02225,Water-DNA,DNA,SuperTransect,02,STSummit,STSummit2,20190621,100m,13:00,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,Direct from Wesley,21.59088797,-157.955948,Transfer to extraction tube,
WMEA_02226_No_2,02226,Sediment,MS,SuperTransect,02,STSummit,STSummit2,20190621,100m,13:00,Sediment,Riverine,Nonhost,Environmental,Transect,,21.59088797,-157.955948,Ship to Dorrestein lab,
WMEA_02227_No_2,02227,Sediment,DNA,SuperTransect,02,STSummit,STSummit2,20190621,100m,13:00,Sediment,Riverine,Nonhost,Environmental,Transect,,21.59088797,-157.955948,Transfer to extraction tube,
WMEA_02228_No_3,02228,SoilShallow,MS,SuperTransect,03,STSummit,STSummit3,20190621,200m,12:45,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.59180101,-157.956065,Ship to Dorrestein lab,
WMEA_02229_No_3,02229,SoilShallow,DNA,SuperTransect,03,STSummit,STSummit3,20190621,200m,12:45,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.59180101,-157.956065,Transfer to extraction tube,
WMEA_02230_No_3,02230,SoilDeep,MS,SuperTransect,03,STSummit,STSummit3,20190621,200m,12:45,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.59180101,-157.956065,Ship to Dorrestein lab,
WMEA_02231_No_3,02231,SoilDeep,DNA,SuperTransect,03,STSummit,STSummit3,20190621,200m,12:45,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.59180101,-157.956065,Transfer to extraction tube,
WMEA_02232_No_3,02232,Water,MS,SuperTransect,03,STSummit,STSummit3,20190621,200m,12:45,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.59180101,-157.956065,Ship to Dorrestein lab,
WMEA_02233_No_3,02233,Water-DNA,DNA,SuperTransect,03,STSummit,STSummit3,20190621,200m,12:45,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,Direct from Wesley,21.59180101,-157.956065,Transfer to extraction tube,
WMEA_02234_No_3,02234,Sediment,MS,SuperTransect,03,STSummit,STSummit3,20190621,200m,12:45,Sediment,Riverine,Nonhost,Environmental,Transect,,21.59180101,-157.956065,Ship to Dorrestein lab,
WMEA_02235_No_3,02235,Sediment,DNA,SuperTransect,03,STSummit,STSummit3,20190621,200m,12:45,Sediment,Riverine,Nonhost,Environmental,Transect,,21.59180101,-157.956065,Transfer to extraction tube,
WMEA_02236_No_4,02236,SoilShallow,MS,SuperTransect,04,STSummit,STSummit4,20190621,300m,12:20,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.59232798,-157.956808,Ship to Dorrestein lab,
WMEA_02237_No_4,02237,SoilShallow,DNA,SuperTransect,04,STSummit,STSummit4,20190621,300m,12:20,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.59232798,-157.956808,Transfer to extraction tube,
WMEA_02238_No_4,02238,SoilDeep,MS,SuperTransect,04,STSummit,STSummit4,20190621,300m,12:20,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.59232798,-157.956808,Ship to Dorrestein lab,
WMEA_02239_No_4,02239,SoilDeep,DNA,SuperTransect,04,STSummit,STSummit4,20190621,300m,12:20,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.59232798,-157.956808,Transfer to extraction tube,
WMEA_02240_No_4,02240,Water,MS,SuperTransect,04,STSummit,STSummit4,20190621,300m,12:20,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.59232798,-157.956808,Ship to Dorrestein lab,
WMEA_02241_No_4,02241,Water-DNA,DNA,SuperTransect,04,STSummit,STSummit4,20190621,300m,12:20,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,Direct from Wesley,21.59232798,-157.956808,Transfer to extraction tube,
WMEA_02242_No_4,02242,Sediment,MS,SuperTransect,04,STSummit,STSummit4,20190621,300m,12:20,Sediment,Riverine,Nonhost,Environmental,Transect,,21.59232798,-157.956808,Ship to Dorrestein lab,
WMEA_02243_No_4,02243,Sediment,DNA,SuperTransect,04,STSummit,STSummit4,20190621,300m,12:20,Sediment,Riverine,Nonhost,Environmental,Transect,,21.59232798,-157.956808,Transfer to extraction tube,
WMEA_02244_No_5,02244,SoilShallow,MS,SuperTransect,05,STSummit,STSummit5,20190621,400m,12:00,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.59204501,-157.95775,Ship to Dorrestein lab,
WMEA_02245_No_5,02245,SoilShallow,DNA,SuperTransect,05,STSummit,STSummit5,20190621,400m,12:00,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.59204501,-157.95775,Transfer to extraction tube,
WMEA_02246_No_5,02246,SoilDeep,MS,SuperTransect,05,STSummit,STSummit5,20190621,400m,12:00,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.59204501,-157.95775,Ship to Dorrestein lab,
WMEA_02247_No_5,02247,SoilDeep,DNA,SuperTransect,05,STSummit,STSummit5,20190621,400m,12:00,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.59204501,-157.95775,Transfer to extraction tube,
WMEA_02248_No_5,02248,Water,MS,SuperTransect,05,STSummit,STSummit5,20190621,400m,12:00,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.59204501,-157.95775,Ship to Dorrestein lab,
WMEA_02249_No_5,02249,Water-DNA,DNA,SuperTransect,05,STSummit,STSummit5,20190621,400m,12:00,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,Direct from Wesley,21.59204501,-157.95775,Transfer to extraction tube,
WMEA_02250_No_5,02250,Sediment,MS,SuperTransect,05,STSummit,STSummit5,20190621,400m,12:00,Sediment,Riverine,Nonhost,Environmental,Transect,,21.59204501,-157.95775,Ship to Dorrestein lab,
WMEA_02251_No_5,02251,Sediment,DNA,SuperTransect,05,STSummit,STSummit5,20190621,400m,12:00,Sediment,Riverine,Nonhost,Environmental,Transect,,21.59204501,-157.95775,Transfer to extraction tube,
WMEA_02252_No_6,02252,SoilShallow,MS,SuperTransect,06,STSummit,STSummit6,20190621,500m,11:45,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.59300197,-157.95767,Ship to Dorrestein lab,
WMEA_02253_No_6,02253,SoilShallow,DNA,SuperTransect,06,STSummit,STSummit6,20190621,500m,11:45,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.59300197,-157.95767,Transfer to extraction tube,
WMEA_02254_No_6,02254,SoilDeep,MS,SuperTransect,06,STSummit,STSummit6,20190621,500m,11:45,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.59300197,-157.95767,Ship to Dorrestein lab,
WMEA_02255_No_6,02255,SoilDeep,DNA,SuperTransect,06,STSummit,STSummit6,20190621,500m,11:45,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.59300197,-157.95767,Transfer to extraction tube,
WMEA_02256_No_6,02256,Water,MS,SuperTransect,06,STSummit,STSummit6,20190621,500m,11:45,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.59300197,-157.95767,Ship to Dorrestein lab,
WMEA_02257_No_6,02257,Water-DNA,DNA,SuperTransect,06,STSummit,STSummit6,20190621,500m,11:45,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,Direct from Wesley,21.59300197,-157.95767,Transfer to extraction tube,
WMEA_02258_No_6,02258,Sediment,MS,SuperTransect,06,STSummit,STSummit6,20190621,500m,11:45,Sediment,Riverine,Nonhost,Environmental,Transect,,21.59300197,-157.95767,Ship to Dorrestein lab,
WMEA_02259_No_6,02259,Sediment,DNA,SuperTransect,06,STSummit,STSummit6,20190621,500m,11:45,Sediment,Riverine,Nonhost,Environmental,Transect,,21.59300197,-157.95767,Transfer to extraction tube,
WMEA_02260_No_7,02260,SoilShallow,MS,SuperTransect,07,STSummit,STSummit7,20190621,600m,11:13,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.59276803,-157.958602,Ship to Dorrestein lab,
WMEA_02261_No_7,02261,SoilShallow,DNA,SuperTransect,07,STSummit,STSummit7,20190621,600m,11:13,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.59276803,-157.958602,Transfer to extraction tube,
WMEA_02262_No_7,02262,SoilDeep,MS,SuperTransect,07,STSummit,STSummit7,20190621,600m,11:13,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.59276803,-157.958602,Ship to Dorrestein lab,
WMEA_02263_No_7,02263,SoilDeep,DNA,SuperTransect,07,STSummit,STSummit7,20190621,600m,11:13,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.59276803,-157.958602,Transfer to extraction tube,
WMEA_02264_No_7,02264,Water,MS,SuperTransect,07,STSummit,STSummit7,20190621,600m,11:13,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.59276803,-157.958602,Ship to Dorrestein lab,
WMEA_02265_No_7,02265,Water-DNA,DNA,SuperTransect,07,STSummit,STSummit7,20190621,600m,11:13,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,Direct from Wesley,21.59276803,-157.958602,Transfer to extraction tube,
WMEA_02266_No_7,02266,Sediment,MS,SuperTransect,07,STSummit,STSummit7,20190621,600m,11:13,Sediment,Riverine,Nonhost,Environmental,Transect,,21.59276803,-157.958602,Ship to Dorrestein lab,
WMEA_02267_No_7,02267,Sediment,DNA,SuperTransect,07,STSummit,STSummit7,20190621,600m,11:13,Sediment,Riverine,Nonhost,Environmental,Transect,,21.59276803,-157.958602,Transfer to extraction tube,
WMEA_02268_No_8,02268,SoilShallow,MS,SuperTransect,08,STSummit,STSummit8,20190621,700m,10:48,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.59339801,-157.959275,Ship to Dorrestein lab,
WMEA_02269_No_8,02269,SoilShallow,DNA,SuperTransect,08,STSummit,STSummit8,20190621,700m,10:48,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.59339801,-157.959275,Transfer to extraction tube,
WMEA_02270_No_8,02270,SoilDeep,MS,SuperTransect,08,STSummit,STSummit8,20190621,700m,10:48,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.59339801,-157.959275,Ship to Dorrestein lab,
WMEA_02271_No_8,02271,SoilDeep,DNA,SuperTransect,08,STSummit,STSummit8,20190621,700m,10:48,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.59339801,-157.959275,Transfer to extraction tube,
WMEA_02272_No_8,02272,Water,MS,SuperTransect,08,STSummit,STSummit8,20190621,700m,10:48,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.59339801,-157.959275,Ship to Dorrestein lab,
WMEA_02273_No_8,02273,Water-DNA,DNA,SuperTransect,08,STSummit,STSummit8,20190621,700m,10:48,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,Direct from Wesley,21.59339801,-157.959275,Transfer to extraction tube,
WMEA_02274_No_8,02274,Sediment,MS,SuperTransect,08,STSummit,STSummit8,20190621,700m,10:48,Sediment,Riverine,Nonhost,Environmental,Transect,,21.59339801,-157.959275,Ship to Dorrestein lab,
WMEA_02275_No_8,02275,Sediment,DNA,SuperTransect,08,STSummit,STSummit8,20190621,700m,10:48,Sediment,Riverine,Nonhost,Environmental,Transect,,21.59339801,-157.959275,Transfer to extraction tube,
WMEA_02276_No_9,02276,SoilShallow,MS,SuperTransect,09,STSummit,STSummit9,20190621,800m,10:00,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.59407896,-157.958825,Ship to Dorrestein lab,
WMEA_02277_No_9,02277,SoilShallow,DNA,SuperTransect,09,STSummit,STSummit9,20190621,800m,10:00,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.59407896,-157.958825,Transfer to extraction tube,
WMEA_02278_No_9,02278,SoilDeep,MS,SuperTransect,09,STSummit,STSummit9,20190621,800m,10:00,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.59407896,-157.958825,Ship to Dorrestein lab,
WMEA_02279_No_9,02279,SoilDeep,DNA,SuperTransect,09,STSummit,STSummit9,20190621,800m,10:00,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.59407896,-157.958825,Transfer to extraction tube,
WMEA_02280_No_9,02280,Water,MS,SuperTransect,09,STSummit,STSummit9,20190621,800m,10:00,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.59407896,-157.958825,Ship to Dorrestein lab,
WMEA_02281_No_9,02281,Water-DNA,DNA,SuperTransect,09,STSummit,STSummit9,20190621,800m,10:00,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,Direct from Wesley,21.59407896,-157.958825,Transfer to extraction tube,
WMEA_02282_No_9,02282,Sediment,MS,SuperTransect,09,STSummit,STSummit9,20190621,800m,10:00,Sediment,Riverine,Nonhost,Environmental,Transect,,21.59407896,-157.958825,Ship to Dorrestein lab,
WMEA_02283_No_9,02283,Sediment,DNA,SuperTransect,09,STSummit,STSummit9,20190621,800m,10:00,Sediment,Riverine,Nonhost,Environmental,Transect,,21.59407896,-157.958825,Transfer to extraction tube,
WMEA_02512_Pl_5,02512,PlantShoot,MS,SuperTransect,05,STSummit,STSummit5,20190621,400m,12:30,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.59204501,-157.95775,Ship to Dorrestein lab,
WMEA_02513_Pl_5,02513,PlantShoot,MS,SuperTransect,05,STSummit,STSummit5,20190621,400m,12:30,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.59204501,-157.95775,Ship to Dorrestein lab,
WMEA_02514_Pl_5,02514,PlantShoot,MS,SuperTransect,05,STSummit,STSummit5,20190621,400m,12:30,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.59204501,-157.95775,Ship to Dorrestein lab,
WMEA_02515_Pl_5,02515,PlantShoot,DNA,SuperTransect,05,STSummit,STSummit5,20190621,400m,12:30,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.59204501,-157.95775,Freeze Dry,
WMEA_02516_Pl_5,02516,PlantShoot,DNA,SuperTransect,05,STSummit,STSummit5,20190621,400m,12:30,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.59204501,-157.95775,Freeze Dry,
WMEA_02517_Pl_5,02517,PlantShoot,DNA,SuperTransect,05,STSummit,STSummit5,20190621,400m,12:30,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.59204501,-157.95775,Freeze Dry,
WMEA_02518_Pl_5,02518,PlantRoot,MS,SuperTransect,05,STSummit,STSummit5,20190621,400m,12:30,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.59204501,-157.95775,Ship to Dorrestein lab,
WMEA_02519_Pl_5,02519,PlantRoot,MS,SuperTransect,05,STSummit,STSummit5,20190621,400m,12:30,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.59204501,-157.95775,Ship to Dorrestein lab,
WMEA_02520_Pl_5,02520,PlantRoot,MS,SuperTransect,05,STSummit,STSummit5,20190621,400m,12:30,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.59204501,-157.95775,Ship to Dorrestein lab,
WMEA_02521_Pl_5,02521,PlantRoot,DNA,SuperTransect,05,STSummit,STSummit5,20190621,400m,12:30,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.59204501,-157.95775,Freeze Dry,
WMEA_02522_Pl_5,02522,PlantRoot,DNA,SuperTransect,05,STSummit,STSummit5,20190621,400m,12:30,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.59204501,-157.95775,Freeze Dry,
WMEA_02523_Pl_5,02523,PlantRoot,DNA,SuperTransect,05,STSummit,STSummit5,20190621,400m,12:30,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.59204501,-157.95775,Freeze Dry,
WMEA_02524_Pl_9,02524,PlantShoot,MS,SuperTransect,09,STSummit,STSummit9,20190621,800m,10:30,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.59369297,-157.9586,Ship to Dorrestein lab,
WMEA_02525_Pl_9,02525,PlantShoot,MS,SuperTransect,09,STSummit,STSummit9,20190621,800m,10:30,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.59369297,-157.9586,Ship to Dorrestein lab,
